,QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,CorrectAnswer,QuestionText,AnswerAText,AnswerBText,AnswerCText,AnswerDText,MisconceptionAId,MisconceptionBId,MisconceptionCId,MisconceptionDId,MisconceptionName
754,754.0,1007.0,"Given a sketch of a quadratic graph in the form (x + p)² + q, work out its completed the square form",267.0,Sketching from Completing the Square Form,B,"Sally wants to write the equation of the curve in the form \( y=(\boldsymbol{x}+\boldsymbol{p})^{2}+\boldsymbol{q} \).
What is the value of \( \boldsymbol{p} \) ? ![A set of axes with the quadratic graph y=x^2-2x-3 drawn on.]()",\( 1 \),\( -1 \),\( 4 \),\( -4 \),1537.0,,141.0,,
755,755.0,306.0,Subtract decimals where the numbers involved have a different number of decimal places,223.0,Adding and Subtracting with Decimals,D,\( 70.04-0.1= \),\( 69.93 \),\( 70.94 \),\( 70.03 \),\( 69.94 \),,699.0,2346.0,,
756,756.0,3412.0,Convert between l and m³ ,197.0,Volume and Capacity Units,D,\( 10 \) litres \( =\square \) cubic metres,\( 10000 \),\( 100 \),\( 10 \),\( 0.01 \),1651.0,,230.0,,
757,757.0,473.0,Calculate the square of a number,649.0,Function Machines,D,"![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and says ""input"" above it. The middle rectangle has ""Square root"" written inside it and the final rectangle has ""output"" written above it and ""12"" written inside it.]() What is the input of this function machine?",\( 24 \),\( 6 \),\( \sqrt{12} \),\( 144 \),1948.0,2539.0,458.0,,
758,758.0,1758.0,Find missing angles on parallel lines using corresponding angles,182.0,Angle Facts with Parallel Lines,B,Calculate \( t \). ![Two parallel horizontal lines with a transversal. The lower interior angle to the right of the transversal is marked 't'. The angle to the right of the transversal and lying above the upper parallel line is marked '78'. ](),\( t=12^{\circ} \),\( t=78^{\circ} \),\( t=102^{\circ} \),\( t=282^{\circ} \),426.0,,236.0,48.0,
759,759.0,2564.0,Calculate the area of a rectangle where the dimensions are given in the same units,204.0,Mental Multiplication and Division,A,"![A rectangle with one part shaded, labelled with dimensions 20, 8 and 6]() Which of the following calculations would correctly work out the area of the section shaded with a solid colour?",\( 8 \times 20-8 \times 6 \),\( 8 \times 20+8 \times 6 \),\( 8 \times 14-8 \times 6 \),\( 8 \times 14+8 \times 6 \),,709.0,1295.0,,
760,760.0,162.0,Interpret and carry out mental division using a bar model,204.0,Mental Multiplication and Division,C,"Tom and Katie are discussing this bar model ![\begin{tabular}{|l|l|l|l|l|}
\hline \multicolumn{5}{|c|}{\( 205 \)} \\
\hline \( 41 \) & \( 41 \) & \( 41 \) & \( 41 \) & \( 41 \) \\
\hline
\end{tabular}]() Tom uses the bar model to write:
\[
205 \div 5=41
\] Katie uses the bar model to write:
\[
205 \div 41=5
\]",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,1839.0,1839.0,,1839.0,
761,761.0,3422.0,Identify the outcomes of more than one event,349.0,Combined Events,A,"These are fair spinners

How many possible outcomes are there if they are spun together and both scores are recorded? ![Two spinners. One is a four-sided spinner with 4 equal sections labelled 1, 2, 3 and 4. One is a five-sided spinner with 5 equal sections labelled 1, 2, 3, 4 and 5.]()",\( 20 \),\( 9 \),\( 5 \),\( 2 \),,2279.0,2094.0,,
762,762.0,437.0,Subtract fractions involving mixed number fractions with different denominators,230.0,Adding and Subtracting Fractions,B,\( 5 \frac{3}{5}-2 \frac{1}{2}= \) Leave your answer as a mixed number,\( \frac{23}{3} \),\( 3 \frac{1}{10} \),\( \frac{31}{10} \),\( 3 \frac{2}{3} \),,,687.0,172.0,
763,763.0,996.0,"Given the sketch of a curve in the form (x + a)(x + b), work out its factorised form",266.0,Sketching from Factorised Form,B,"What is the equation of this curve? ![A quadratic curve that passes through (-2,0) and (1,0) on the x-axis.]()",\( y=(x-2)(x+1) \),\( y=(x-1)(x+2) \),\( y=x^{2}-2 \),\( y=x^{2}-2 x \),224.0,,2425.0,,
764,764.0,343.0,Identify common multiples of two numbers,220.0,Multiples and Lowest Common Multiple,B,"""Common multiples of \( 2 \) and \( 5 \) are also multiples of \( 25 "" \)
Is this statement...",always true,sometimes true,never true,Impossible to say,,,2417.0,2417.0,
765,765.0,2480.0,Identify a prism from a diagram,177.0,Names and Properties of 3D Shapes,A,Which of the following shapes is a triangular prism?,![The correct answer](),![An incorrect answer](),![An incorrect answer](),![An incorrect answer](),,2241.0,2025.0,1927.0,
766,766.0,2789.0,Interpret numbers in a frequency table,1976.0,Frequency tables,D,"Dave has recorded the number of pets his classmates have in the frequency table on the right. \begin{tabular}{|c|c|}
\hline Number of pets & Frequency \\
\hline \( 0 \) & \( 4 \) \\
\hline \( 1 \) & \( 6 \) \\
\hline \( 2 \) & \( 3 \) \\
\hline \( 3 \) & \( 2 \) \\
\hline \( 4 \) & \( 5 \) \\
\hline
\end{tabular} How many people did Dave record the results of?",\( 4 \),\( 5 \),\( 10 \),\( 20 \),,1560.0,2166.0,,
767,767.0,2635.0,Identify whether two shapes are similar or not,90.0,Length Scale Factors in Similar Shapes,C,Which of these statements is false?,"""All circles are similar""","""All equilateral triangles are similar""","""All rhombuses are similar""","""All regular decagons are similar""",1895.0,1509.0,,1509.0,
768,768.0,48.0,Find another power of 10 more than a given number,202.0,Place Value,A,"What number is \( 10,000 \) more than \( 899,051 \) ?","\( 909,051 \)","\( 809,051 \)","\( 999,051 \)","\( 8,990,510,000 \)",,1383.0,1533.0,126.0,
769,769.0,2145.0,Convert between kg and g,198.0,Weight Units,D,\( 3 \) kilograms \( =\bigstar \) grams What should replace the star?,\( 0.3 \),\( 30 \),\( 300 \),\( 3000 \),1954.0,1050.0,784.0,,
770,770.0,440.0,Multiply proper fractions in the form: Fraction × Integer,231.0,Multiplying Fractions,A,"Tom and Katie are arguing about the answer to \( \frac{1}{5} \times 9 \)
Tom says \( \frac{1}{5} \times 9=1 \frac{4}{5} \)
Katie says \( \frac{1}{5} \times 9=\frac{9}{45} \)
Who is correct?",Only Tom,"Only
Katie",Both Tom and Katie,Neither is correct,,1976.0,,,
771,771.0,665.0,Recognise graphical representations of inverse proportion in the form y = k/x,244.0,Indirect (Inverse) Proportion,C,Which of the following graphs is most likely to illustrate the time taken to complete a job \( (t) \) changes depending on the number of people working on it \( (p) \),"![A straight line from bottom left to top right, starting from above the origin ]()","![A straight line from top left to bottom right, starting from above the origin]()",![A curved line from top left rapidly descending as it moves right before slowing down and levelling out ](),"![A straight line from bottom left to top right, starting from the origin]()",,16.0,,766.0,
772,772.0,311.0,Multiply a decimal by an integer,224.0,Multiplying and Dividing with Decimals,C,"Work out:
\[
0.03 \times 12
\]",\( 0.036 \),\( 0.306 \),\( 0.36 \),\( 3.6 \),1035.0,151.0,,2350.0,
773,773.0,2112.0,Convert between ml and l,197.0,Volume and Capacity Units,A,\( 3000 \mathrm{ml} \) is the same as \(___\) litres,\( 3 \),\( 30 \),\( 300 \),\( 3000000 \),,1120.0,1645.0,1074.0,
774,774.0,1065.0,"Represent the solution to a graphical inequality involving a combination of vertical, horizontal and diagonal lines",167.0,Graphing Linear Inequalities (Shading Regions),A,"Which letter describes the region where \( \boldsymbol{x}+\boldsymbol{y} \leq \mathbf{3} \) and \( \boldsymbol{y} \geq \mathbf{1} \) ? ![Image is a set of axes with two straight lines drawn. One is x+y=3, which goes through (0,3) and (3,0). The other is y=1 which is a horizontal line going through (0,1). Letter A is in the region that is under x+y=3 and above y=1. Letter B is in the region above both lines. Letter C is in the region that is under y=1 and above x+y=3. Letter D is in the region below both lines.]()",A,B,C,D,,,1880.0,,
775,775.0,3066.0,Convert from minutes to hours,209.0,Time,D,\( 3 \) hours \( +700 \) minutes \( = \),\( 11 \) hours and \( 40 \) minutes,\( 10 \) hours,\( 14 \) hours and \( 66 \) minutes,\( 14 \) hours and \( 40 \) minutes,,161.0,427.0,,
776,776.0,2010.0,Read a decimal on a scale where the required measurement is marked by a dash between two numbers,222.0,Ordering Decimals,D,"![A horizontal number-line with 9 vertical, equally spaced, dashes representing the position of numbers. ""0"" above the 1st dash and ""2"" above the last dash are the only numbers marked on the line. A red arrow is pointing to the 8th dash.]() What number is the arrow pointing to?",\( 1.5 \),\( 1.8 \),\( 1.9 \),\( 1.75 \),1384.0,1047.0,671.0,,
777,777.0,1898.0,Construct an angle of 60° using a ruler and a compass,191.0,Construct Triangle,C,Which of the following best describes how to construct an angle of \( 60^{\circ} \) using a ruler and a pair of compasses?,"- Draw a straight line with a ruler
- Set the compasses to a width equal to the length of the line
- Draw an arc above the line from one end of the line
- Do the same from the other end of the line 
- Draw a straight line from the ends of each line to where the arcs intersect 
- Bisect the angle created","- Draw a straight line with a ruler
- Set the compasses to a width at least the length of the line
- Draw an arc above the line and below from one end of the line
- Do the same from the other end of the line
- Join up where the lines intersect
- Bisect the angle created","- Draw a straight line with a ruler
- Set the compasses to a width equal to the length of the line
- Draw an arc above the line from one end of the line
- Do the same from the other end of the line 
- Draw a straight line from the ends of each line to where the arcs intersect","- Draw a straight line with a ruler
- Set the compasses to a width at least the length of the line
- Draw an arc above the line and below from one end of the line
- Do the same from the other end of the line 
- Join up where the lines intersect",,,,542.0,
778,778.0,1470.0,"Solve two-step linear equations, with the variable on one side, with all positive integers",64.0,Linear Equations,B,"Tom and Katie are arguing about a first step to solve this equation:
\(
4(m-1)=20
\)
Tom says you can write: \( 4 m=21 \)
Katie says you can write: \( m-1=5 \)
Who is correct?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,220.0,,220.0,1017.0,
779,779.0,3134.0,Identify factors of algebraic expressions,219.0,Factors and Highest Common Factor,D,"Tom and Katie are discussing factors

Tom says \( 3 \) is a common factor of \( 18 x \) and \( 29 y \)

Katie says \( x \) is a common factor of \( 6 x \) and \( 9 y \)

Who is correct?","Only
Tom","Only
Katie",Both Tom and Katie,Neither is correct,109.0,,,,
780,780.0,2390.0,Identify a rhombus from a description of the properties,88.0,Properties of Quadrilaterals,B,"Tom and Katie have been asked to give the name of a quadrilateral with four equal sides
Tom says arrowhead
Katie says rhombus
Who do you agree with?",Only Tom,Only Katie,Both Tom and Katie,Neither is correct,106.0,,106.0,106.0,
781,781.0,3346.0,Identify the order of rotational symmetry of a shape,276.0,Rotational Symmetry,C,![Q]() What is the order of rotational symmetry of this shape?,\( 0 \),\( 1 \),\( 2 \),\( 4 \),1399.0,1687.0,,2355.0,
782,782.0,411.0,Simplify fractions that simplify to a non-unit fraction,227.0,Simplifying Fractions,B,Simplify fully (if possible): \( \frac{45}{60} \),\( \frac{9}{12} \),\( \frac{3}{4} \),\( \frac{21}{28} \),Cannot be simplified,1825.0,,1825.0,,
783,783.0,1007.0,"Given a sketch of a quadratic graph in the form (x + p)² + q, work out its completed the square form",267.0,Sketching from Completing the Square Form,C,"Sally wants to write the equation of the curve in the form \( y=(\boldsymbol{x}+\boldsymbol{p})^{2}+\boldsymbol{q} \).
What is the value of \( \boldsymbol{q} \) ? ![A set of axes with a quadratic curve drawn on. The curve is y=x^2 translated 2 squares to the right and 9 squares down.]()",\( -2 \),\( 2 \),\( -9 \),\( 9 \),,141.0,,166.0,
784,784.0,1437.0,Factorise a quadratic expression in the form x² - c,254.0,Difference of Two Squares,A,"When factorised, \( x^{2}-64 \) will become...",\( (x+8)(x-8) \),\( x(x-64) \),\( x(x-8) \),\( (x-8)(x-8) \),,113.0,113.0,547.0,
785,785.0,1786.0,Work out the sum of the interior angles in polygons,183.0,Angles in Polygons,B,What do all the interior angles of this shape add up to? ![Image of an irregular pentagon](),\( 360^{\degree} \),\( 540^{\degree} \),\( 720^{\degree} \),Not enough information to work it out,28.0,,455.0,1426.0,
786,786.0,446.0,Divide proper fractions in the form: Fraction ÷ Integer,232.0,Dividing Fractions,D,"What fraction replaces the question mark? ![A bar split into 7 equal pieces. 3 are shaded, and one of these is labelled with a question mark.]()",\( \frac{1}{3} \),\( \frac{1}{4} \),\( \frac{1}{6} \),\( \frac{1}{7} \),1184.0,,,,
787,787.0,1482.0,"Solve linear equations with the variable appearing on both sides, with all positive integers",64.0,Linear Equations,D,"Jo and Paul are arguing about a first step to solve this equation:
\(2 v-5=6 v-3\)

Jo says you can write: \( 2 v-8=6 v \)

Paul says you can write: \( 2 v=6 v-8 \)

Who is correct?","Only
Jo","Only
Paul",Both Jo and Paul,Neither is correct,1214.0,1214.0,1214.0,,
788,788.0,1006.0,State the coordinates of the turning point for quadratic graphs in the form (x + p)² + q,256.0,Completing the Square,A,What are the co-ordinates of the turning point of the graph of \( y=(x-1)^{2}+4 \) ?,"\( (1,4) \)","\( (1,-4) \)","\( (-1,4) \)","\( (-1,-4) \)",,117.0,2436.0,166.0,
789,789.0,424.0,Add proper fractions with the same denominator,230.0,Adding and Subtracting Fractions,C,"Work out:
\(
\frac{3}{10}+\frac{5}{10}
\)
Write your answer in its simplest form.",\( \frac{8}{20} \),\( \frac{8}{10} \),\( \frac{4}{5} \),\( \frac{4}{10} \),217.0,29.0,,217.0,
790,790.0,2653.0,"Describe a reflection in a vertical line by drawing the line of reflection, where the line of reflection lies on the edge or outside the object",92.0,Reflection,B,"![A grid of 8 squares across and 7 squares up.  A blue isosceles triangle, labelled ""P"", is drawn on the grid. Its corners are at points: 4 squares up from the bottom left corner of the grid; 2 squares right and 3 squares up from the bottom left corner of the grid; 2 squares right and 5 squares up from the bottom left corner of the grid.   Another blue isosceles triangle (identical shape and size to P), labelled ""Q"", is also drawn on the grid. Its corners are at points: 6 squares right and 3 squares up from the bottom left corner of the grid; 6 squares right and 5 squares up from the bottom left corner of the grid; 8 squares right and 4 squares up from the bottom left corner of the grid.
A light blue vertical line, labelled ""A"" goes from top to bottom of the grid, 2 squares to the right of the left-hand side of the grid. A dark blue vertical line, labelled ""B"" goes from top to bottom of the grid, 4 squares to the right of the left-hand side of the grid. A green vertical line, labelled ""C"" goes from top to bottom of the grid, 5 squares to the right of the left-hand side of the grid. ]() Which is the correct line of reflection to map triangle \( \mathrm{P} \) to triangle \( \mathrm{Q} \) ?",A,B,C,None of these lines are correct,895.0,,,,
791,791.0,197.0,Divide integers up to 2 digits using long division,208.0,Written Division,A,"When using long-division to solve this problem, what digit should replace the triangle to give the correct answer (quotient)? ![Division sum written out in Bus Stop format with dividend = 92, divisor = 4, the digits of the quotient are represented by a yellow star and a purple triangle.]()",\( 3 \),\( 0 \),\( 2 \),\( 1 \),,1155.0,,58.0,
792,792.0,910.0,"Given a positive y value, find an x value in a table of values for lines in the form ax + by = c",257.0,Plotting Lines from Tables of Values,C,"This is a part of the table of values for the equation
\[
2 x+3 y=12
\] \begin{tabular}{|c|c|}
\hline\( x \) &  \( \bigstar \) \\
\hline\( y \) & \( 0 \) \\
\hline
\end{tabular} What should replace the star?",\( 2 \),\( 3 \),\( 6 \),\( 4 \),,,,391.0,
